status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
ok,26,owner,60,55,married,no,fixed,60,110.0,10000.0,0.0,1500,1527
default,2,rent,60,30,married,yes,freelance,54,90.0,2000.0,0.0,1500,1500
ok,11,owner,48,29,married,no,fixed,75,76.0,15000.0,0.0,300,1336
ok,4,rent,36,48,married,no,freelance,94,340.0,1000.0,0.0,525,525
default,2,owner,60,29,married,yes,fixed,60,185.0,6300.0,2300.0,2000,2675
ok,5,owner,60,42,married,no,fixed,75,101.0,3500.0,0.0,1090,1190
ok,3,owner,24,32,married,no,fixed,60,196.0,5000.0,300.0,800,1606
ok,17,owner,36,47,married,no,fixed,75,158.0,17000.0,0.0,1000,2159
ok,9,parents,60,33,married,no,fixed,45,221.0,3000.0,0.0,1600,2344
ok,18,owner,60,32,single,no,fixed,35,133.0,3500.0,150.0,1600,2200
ok,18,owner,60,42,married,no,freelance,90,0.0,5000.0,0.0,1300,2147
ok,6,owner,24,45,married,no,freelance,90,150.0,5000.0,0.0,250,450
ok,12,owner,12,40,married,no,fixed,75,390.0,8000.0,0.0,500,1732
ok,2,owner,36,28,married,no,partime,60,146.0,2500.0,0.0,700,1258
ok,1,parents,48,29,single,no,freelance,45,478.0,9000.0,0.0,2100,2450
ok,8,other,24,41,divorced,no,fixed,60,90.0,4000.0,0.0,500,1600
ok,25,private,48,55,married,no,fixed,60,169.0,4000.0,0.0,1000,1459
default,25,owner,60,61,married,yes,freelance,45,100.0,39000.0,0.0,1060,1134
default,3,rent,18,30,married,no,freelance,54,90.0,0.0,0.0,300,425
ok,2,owner,48,40,married,no,freelance,60,160.0,3000.0,800.0,1300,1521
ok,3,rent,48,36,married,yes,fixed,82,222.0,0.0,0.0,1900,2100
ok,18,owner,60,42,married,no,fixed,75,111.0,2500.0,0.0,1150,1640
ok,1,owner,48,18,single,no,partime,45,111.0,7000.0,0.0,1100,1299
ok,4,owner,36,23,married,no,fixed,75,168.0,4000.0,0.0,1100,1385
ok,20,owner,60,49,married,no,freelance,90,215.0,4500.0,0.0,1000,1228
ok,14,owner,60,28,married,no,freelance,75,94.0,5500.0,9500.0,1660,2419
ok,0,parents,36,26,single,no,fixed,35,63.0,0.0,0.0,600,994
default,8,rent,60,25,married,yes,fixed,73,280.0,0.0,0.0,600,1364
ok,15,owner,48,33,married,no,fixed,75,220.0,7000.0,0.0,1300,2400
ok,3,owner,60,30,married,no,fixed,45,126.0,3500.0,2400.0,1000,1120
ok,20,owner,36,44,married,no,fixed,60,120.0,3000.0,0.0,350,400
default,2,parents,60,25,divorced,no,partime,35,90.0,0.0,0.0,900,1111
ok,17,owner,24,55,married,no,freelance,75,191.0,14000.0,0.0,1000,2420
ok,20,rent,60,41,single,no,freelance,50,148.0,4000.0,0.0,835,1356
default,0,other,60,47,widow,yes,freelance,45,0.0,0.0,0.0,1500,1600
ok,2,parents,24,26,single,no,fixed,35,88.0,0.0,0.0,325,450
ok,11,parents,60,27,married,no,fixed,60,150.0,2500.0,0.0,1100,1129
default,12,owner,60,34,married,no,fixed,60,115.0,4000.0,0.0,1650,1686
default,1,rent,60,31,divorced,yes,fixed,43,76.0,0.0,0.0,500,1300
ok,2,owner,60,37,married,no,fixed,60,145.0,3500.0,1100.0,1250,1763
default,17,private,60,48,married,yes,freelance,60,69.0,7000.0,0.0,1400,1813
ok,13,owner,60,52,married,no,freelance,60,0.0,20000.0,0.0,1370,1714
ok,3,parents,36,22,single,no,fixed,35,60.0,19000.0,0.0,775,1050
default,4,parents,48,25,single,no,fixed,35,73.0,0.0,0.0,700,814
ok,38,owner,48,56,widow,no,fixed,35,112.0,3000.0,0.0,850,960
default,12,owner,60,39,married,no,fixed,90,95.0,4000.0,250.0,1450,1686
ok,15,parents,48,40,single,no,fixed,35,150.0,0.0,0.0,1000,1399
ok,20,owner,60,51,married,no,fixed,60,250.0,2500.0,0.0,1250,1825
ok,0,parents,48,27,single,yes,fixed,35,46.0,0.0,0.0,900,1216
ok,2,private,60,25,married,no,fixed,45,60.0,3000.0,0.0,1150,1163
default,4,other,60,25,single,no,partime,35,92.0,0.0,0.0,1400,1661
ok,7,owner,60,36,married,no,fixed,90,120.0,6000.0,1500.0,900,1175
ok,4,owner,12,32,married,no,fixed,45,231.0,13000.0,290.0,400,1198
default,2,rent,60,32,married,no,fixed,93,175.0,0.0,0.0,1650,1688
ok,2,parents,48,23,single,no,partime,35,160.0,3500.0,1200.0,1200,1426
ok,1,parents,60,22,single,no,fixed,35,109.0,0.0,0.0,1000,1466
default,0,parents,48,25,married,no,fixed,60,247.0,0.0,0.0,1900,1900
default,0,other,60,34,single,no,fixed,35,140.0,3000.0,0.0,1550,1570
ok,2,other,60,41,separated,no,freelance,35,100.0,5000.0,0.0,1200,1450
ok,8,parents,48,28,single,no,fixed,35,115.0,500.0,0.0,360,363
ok,1,rent,36,37,married,no,freelance,90,0.0,0.0,0.0,850,998
ok,3,rent,36,34,single,no,fixed,41,63.0,30000.0,0.0,625,921
default,0,parents,60,20,single,no,fixed,35,79.0,0.0,0.0,1570,1575
ok,10,rent,48,38,married,no,freelance,78,333.0,0.0,0.0,700,1386
ok,4,owner,48,49,single,yes,fixed,35,183.0,8000.0,0.0,1200,1531
ok,2,parents,24,21,single,no,freelance,35,0.0,0.0,0.0,250,355
default,0,owner,36,36,married,no,others,45,25.0,3500.0,0.0,1300,2246
ok,20,private,60,39,married,no,fixed,90,159.0,2000.0,0.0,750,790
default,10,rent,60,39,married,yes,freelance,119,292.0,13000.0,2500.0,1500,2262
ok,0,rent,60,29,married,no,partime,61,160.0,0.0,0.0,1000,1055
ok,21,rent,36,42,married,no,fixed,74,135.0,450.0,0.0,240,1275
default,3,rent,60,48,separated,yes,fixed,47,120.0,0.0,0.0,1000,1077
ok,2,owner,36,27,widow,no,fixed,35,135.0,8000.0,0.0,750,1296
default,3,owner,36,43,married,no,freelance,45,0.0,3500.0,0.0,600,800
default,1,owner,60,46,married,yes,fixed,75,209.0,11000.0,0.0,1800,2015
ok,19,rent,18,39,single,no,fixed,45,100.0,0.0,0.0,450,997
default,3,rent,24,22,single,no,freelance,50,148.0,0.0,0.0,700,950
default,25,parents,60,64,married,yes,fixed,45,130.0,0.0,0.0,2047,2946
ok,2,rent,60,28,single,no,fixed,45,101.0,0.0,0.0,1300,1333
ok,3,parents,36,21,single,no,partime,35,49.0,0.0,0.0,750,850
ok,5,rent,30,58,married,no,fixed,80,200.0,15000.0,0.0,520,690
default,6,rent,36,41,married,yes,freelance,75,0.0,0.0,0.0,775,875
ok,10,rent,36,47,single,no,partime,86,114.0,3500.0,0.0,400,872
ok,17,rent,24,49,married,no,freelance,80,53.0,0.0,0.0,600,1104
ok,0,owner,12,22,single,no,fixed,35,132.0,3500.0,0.0,300,509
default,0,owner,60,62,married,no,others,45,42.0,4000.0,0.0,500,827
default,2,parents,36,24,single,no,fixed,35,90.0,0.0,0.0,1000,1150
ok,28,owner,24,59,married,no,freelance,60,606.0,6000.0,0.0,1550,1760
ok,0,rent,48,36,married,no,fixed,74,141.0,0.0,0.0,1150,1485
ok,5,owner,60,36,married,no,fixed,75,141.0,4000.0,0.0,1300,1435
default,5,parents,36,45,married,yes,fixed,75,68.0,0.0,0.0,2375,2875
ok,12,owner,36,41,married,no,freelance,60,,10000.0,0.0,1000,2100
ok,4,owner,24,30,married,yes,fixed,45,165.0,3000.0,0.0,250,450
ok,6,parents,60,43,married,no,freelance,75,70.0,4000.0,0.0,1000,1548
ok,0,rent,24,23,single,no,fixed,42,70.0,0.0,0.0,125,125
ok,9,owner,48,41,separated,no,fixed,35,60.0,8000.0,1000.0,1200,1538
ok,9,rent,36,31,married,yes,freelance,84,241.0,10000.0,0.0,3800,5852
default,2,rent,12,47,married,yes,fixed,103,426.0,0.0,0.0,350,450
default,2,rent,60,36,separated,yes,freelance,35,0.0,0.0,0.0,2000,2676
ok,2,parents,12,25,single,yes,freelance,35,74.0,18000.0,0.0,600,1638
ok,18,owner,60,49,married,no,fixed,135,180.0,13500.0,0.0,900,994
ok,16,owner,36,57,married,no,fixed,60,154.0,4000.0,130.0,700,1090
default,10,owner,60,26,married,no,fixed,60,63.0,5000.0,3000.0,1400,1432
ok,11,owner,60,37,married,no,fixed,90,289.0,7000.0,250.0,1200,1599
default,14,owner,36,45,separated,no,fixed,45,190.0,12000.0,0.0,2100,2758
ok,4,rent,60,24,married,no,fixed,75,147.0,0.0,0.0,1300,1700
default,1,owner,60,42,married,yes,fixed,105,198.0,3500.0,250.0,1000,1245
default,2,rent,24,23,single,yes,freelance,75,400.0,0.0,0.0,750,900
ok,1,rent,60,38,married,no,partime,58,130.0,0.0,0.0,1450,1593
default,2,owner,60,36,married,yes,freelance,60,140.0,29000.0,0.0,3900,4812
ok,13,parents,60,27,married,no,fixed,60,100.0,0.0,0.0,950,1152
ok,5,owner,24,37,married,no,freelance,90,143.0,7000.0,0.0,700,900
default,1,rent,36,25,married,no,fixed,54,87.0,0.0,0.0,500,646
ok,6,rent,60,23,married,no,fixed,62,171.0,0.0,0.0,1000,1209
ok,20,owner,36,47,married,no,fixed,75,203.0,4000.0,0.0,1050,1258
ok,9,owner,18,52,married,no,fixed,60,154.0,5500.0,0.0,500,1531
ok,15,owner,12,55,married,no,fixed,45,130.0,7000.0,0.0,200,1240
ok,0,parents,48,28,single,no,fixed,35,90.0,3500.0,0.0,1000,1210
ok,5,parents,60,24,single,no,fixed,35,92.0,0.0,0.0,1030,1068
ok,15,parents,36,40,married,yes,freelance,75,0.0,0.0,0.0,375,375
ok,4,owner,48,36,married,no,fixed,75,210.0,4000.0,0.0,1800,2628
ok,4,owner,24,26,married,no,fixed,45,115.0,4000.0,0.0,500,1400
ok,5,parents,18,22,single,no,fixed,35,80.0,0.0,0.0,600,1132
ok,2,parents,60,25,single,no,fixed,35,110.0,0.0,0.0,860,959
ok,4,owner,24,44,married,no,freelance,75,86.0,5000.0,0.0,900,1100
ok,0,owner,60,56,married,no,others,60,117.0,3000.0,0.0,1200,1347
ok,1,other,42,33,married,yes,fixed,90,138.0,3500.0,606.0,1400,1700
ok,7,owner,60,42,married,no,fixed,45,88.0,4000.0,0.0,850,1033
ok,11,parents,12,29,married,no,fixed,60,54.0,0.0,0.0,600,1683
ok,40,rent,18,62,married,no,freelance,77,166.0,10000.0,0.0,900,2040
ok,10,owner,60,33,married,no,fixed,75,364.0,60000.0,0.0,1300,1804
ok,3,owner,48,32,married,no,freelance,75,65.0,10500.0,1500.0,1500,2155
ok,24,owner,60,54,married,no,freelance,45,109.0,17000.0,0.0,2000,3400
ok,6,parents,36,24,single,no,fixed,35,57.0,0.0,0.0,380,490
default,2,rent,48,36,divorced,no,fixed,45,99.0,0.0,0.0,750,1350
ok,3,parents,48,27,married,no,fixed,45,227.0,0.0,0.0,1150,1575
ok,11,owner,60,29,single,no,fixed,35,57.0,1500.0,0.0,700,994
ok,1,parents,24,22,single,no,partime,35,80.0,0.0,0.0,150,400
default,5,rent,36,22,single,no,fixed,42,70.0,0.0,0.0,850,870
ok,1,rent,48,39,married,no,fixed,86,105.0,0.0,0.0,1300,1600
default,1,parents,48,24,single,yes,fixed,35,65.0,0.0,0.0,900,1061
ok,20,owner,48,39,married,no,freelance,75,45.0,10000.0,0.0,2000,3650
ok,7,parents,48,31,single,yes,fixed,35,72.0,5500.0,0.0,1000,1051
ok,3,parents,36,31,married,yes,fixed,60,80.0,0.0,0.0,1450,1700
ok,25,owner,48,47,married,no,freelance,60,157.0,15000.0,0.0,1990,2460
ok,12,owner,36,46,married,yes,fixed,60,117.0,3000.0,0.0,825,1325
ok,4,rent,36,32,married,no,fixed,55,100.0,0.0,0.0,300,500
ok,0,private,12,28,married,no,fixed,60,130.0,3000.0,2000.0,380,1308
ok,15,owner,12,49,married,no,freelance,75,0.0,17000.0,0.0,700,1420
ok,20,owner,12,60,married,no,freelance,60,0.0,40000.0,0.0,700,1420
default,0,other,60,31,married,yes,fixed,90,0.0,0.0,0.0,1450,1604
ok,12,owner,54,35,married,no,fixed,75,113.0,3000.0,600.0,1650,1800
ok,10,owner,48,44,married,no,fixed,75,450.0,12000.0,0.0,1030,1128
ok,0,parents,48,21,single,no,fixed,35,50.0,0.0,0.0,1000,1091
default,2,owner,48,20,single,no,freelance,35,450.0,31000.0,0.0,1500,1853
default,0,ignore,36,45,married,no,partime,75,87.0,1500.0,0.0,300,480
ok,1,owner,60,34,married,yes,fixed,45,180.0,2500.0,300.0,1300,1817
ok,1,rent,60,21,married,no,fixed,58,132.0,0.0,0.0,1275,1381
default,6,owner,36,44,married,no,fixed,75,150.0,7000.0,600.0,650,650
ok,1,rent,36,34,married,no,freelance,94,189.0,15000.0,1500.0,1500,2435
ok,15,rent,48,40,married,yes,fixed,88,125.0,0.0,0.0,1100,1498
ok,11,parents,36,29,single,no,fixed,35,64.0,0.0,0.0,600,1314
ok,1,rent,36,44,married,no,fixed,105,145.0,0.0,0.0,1000,2275
default,1,rent,36,27,single,no,fixed,42,67.0,0.0,0.0,1000,1350
default,1,owner,36,27,married,no,partime,45,127.0,4500.0,3000.0,600,745
ok,11,owner,48,46,married,no,freelance,75,160.0,10000.0,0.0,1150,1156
ok,2,owner,60,43,married,yes,fixed,45,63.0,3000.0,0.0,1100,1683
ok,1,owner,36,25,widow,no,fixed,45,60.0,2000.0,0.0,525,800
ok,11,rent,60,28,single,no,fixed,42,67.0,0.0,0.0,900,1399
ok,3,owner,48,30,married,no,fixed,75,88.0,6000.0,400.0,1200,1796
default,1,rent,48,29,married,no,partime,77,170.0,0.0,0.0,1300,2262
ok,15,rent,60,39,married,no,freelance,60,145.0,5000.0,0.0,1300,1625
default,1,other,42,24,single,yes,fixed,35,60.0,0.0,0.0,1200,1616
ok,8,owner,12,29,married,no,fixed,45,92.0,6000.0,2400.0,100,1492
ok,10,private,60,55,married,no,fixed,60,195.0,4000.0,0.0,1900,2150
ok,3,rent,36,27,married,no,fixed,68,80.0,0.0,0.0,325,400
default,2,owner,36,20,single,no,freelance,35,0.0,80000.0,30000.0,750,1350
ok,0,other,42,24,single,no,fixed,35,42.0,0.0,0.0,800,1450
ok,9,other,36,32,single,no,fixed,35,125.0,0.0,0.0,1000,1725
ok,4,rent,48,38,married,no,fixed,91,161.0,5000.0,0.0,800,1008
ok,0,parents,24,24,single,no,partime,35,117.0,4000.0,0.0,1000,1489
ok,7,owner,18,33,married,no,freelance,60,164.0,4000.0,0.0,550,1679
ok,1,parents,60,30,single,no,fixed,35,75.0,0.0,0.0,1000,1156
ok,25,other,18,43,married,no,fixed,75,85.0,700.0,0.0,400,1205
ok,6,rent,60,34,separated,no,fixed,47,120.0,0.0,0.0,1100,1700
ok,3,rent,48,35,separated,no,fixed,59,240.0,0.0,0.0,1300,1627
ok,4,owner,60,24,married,no,freelance,60,250.0,9000.0,3400.0,1250,1300
default,0,owner,60,30,married,no,others,60,78.0,3500.0,0.0,1250,1365
ok,5,owner,18,28,married,no,fixed,60,102.0,2500.0,1300.0,450,1437
default,12,owner,48,49,married,yes,fixed,45,152.0,7500.0,0.0,1100,2120
ok,4,private,24,44,married,no,fixed,75,96.0,4000.0,0.0,580,923
default,9,parents,60,31,single,yes,fixed,35,92.0,0.0,0.0,1000,1161
ok,2,parents,60,26,married,no,fixed,45,199.0,0.0,0.0,1500,1698
ok,0,owner,48,43,married,no,partime,75,71.0,14000.0,0.0,1100,1660
ok,13,owner,60,38,single,no,fixed,45,80.0,4000.0,0.0,1060,1274
ok,2,other,42,25,married,no,fixed,60,190.0,0.0,0.0,1100,1729
ok,8,owner,36,40,married,no,freelance,75,200.0,10000.0,0.0,700,800
ok,14,private,12,49,married,no,fixed,90,140.0,3000.0,500.0,400,1432
default,11,rent,48,40,married,no,fixed,59,140.0,0.0,0.0,1000,1930
default,20,owner,36,57,married,no,fixed,90,114.0,5000.0,1500.0,1000,1193
ok,1,parents,48,28,single,no,fixed,35,140.0,0.0,0.0,1400,1728
ok,14,parents,60,28,married,no,fixed,45,140.0,0.0,0.0,1150,1301
ok,13,owner,48,54,married,yes,fixed,45,90.0,2500.0,0.0,1000,1198
ok,0,owner,36,36,married,no,fixed,75,424.0,9500.0,700.0,1000,1690
ok,1,rent,60,26,married,no,partime,61,155.0,0.0,0.0,1035,1709
default,0,owner,60,36,married,yes,freelance,75,,6000.0,0.0,1650,1861
ok,10,rent,60,26,married,no,fixed,78,175.0,0.0,0.0,1000,1314
ok,28,parents,24,44,married,no,freelance,90,180.0,0.0,0.0,450,1472
ok,8,owner,36,30,married,no,fixed,60,50.0,5000.0,400.0,300,1890
ok,1,owner,36,24,married,no,fixed,45,113.0,3500.0,0.0,1200,1702
default,1,rent,48,26,single,no,fixed,45,100.0,0.0,0.0,1400,1968
default,0,other,60,27,married,yes,fixed,75,0.0,0.0,0.0,1600,1786
ok,1,owner,60,44,married,no,freelance,90,905.0,20000.0,15000.0,1200,1381
ok,1,other,36,29,single,no,fixed,35,52.0,0.0,0.0,1000,1152
ok,8,owner,60,32,married,no,fixed,75,157.0,3500.0,1800.0,1300,1590
ok,10,owner,24,46,married,no,freelance,120,400.0,6000.0,2700.0,600,1080
ok,4,rent,48,39,married,no,fixed,91,157.0,0.0,0.0,1300,1501
default,0,parents,60,30,married,no,freelance,60,0.0,0.0,0.0,1000,1110
default,10,owner,60,27,married,no,fixed,45,120.0,5000.0,2000.0,1570,1914
ok,9,rent,60,37,married,no,fixed,91,162.0,0.0,0.0,1000,1537
default,0,owner,48,26,married,no,freelance,45,0.0,16000.0,3648.0,400,1751
ok,5,rent,24,29,married,no,freelance,45,,0.0,0.0,800,1197
ok,8,owner,36,60,married,no,freelance,45,78.0,11000.0,0.0,500,670
default,0,rent,36,26,married,no,partime,80,195.0,0.0,0.0,600,785
ok,2,rent,60,33,single,no,fixed,75,400.0,0.0,0.0,1450,1457
default,0,other,36,52,married,no,freelance,45,0.0,0.0,0.0,500,1050
ok,6,rent,24,28,married,no,fixed,62,166.0,0.0,0.0,500,1150
ok,20,owner,48,53,married,no,fixed,60,135.0,4000.0,0.0,1170,1297
ok,10,owner,60,36,married,no,fixed,75,204.0,5000.0,0.0,1400,1460
ok,14,owner,36,34,married,no,fixed,75,155.0,3000.0,1000.0,400,1908
ok,1,owner,36,30,married,no,fixed,45,120.0,3000.0,1100.0,1750,2245
ok,3,parents,60,25,single,no,fixed,35,130.0,6000.0,0.0,625,1083
ok,2,owner,18,43,married,no,freelance,90,356.0,5000.0,800.0,700,1073
ok,25,other,60,50,married,no,fixed,90,230.0,0.0,0.0,800,860
ok,36,owner,48,58,married,no,fixed,45,100.0,5500.0,108.0,700,1291
ok,11,owner,60,44,married,yes,fixed,60,130.0,3500.0,0.0,1400,1731
ok,7,owner,60,23,single,no,fixed,60,145.0,4500.0,0.0,1100,1150
ok,0,rent,18,34,married,yes,partime,98,81.0,0.0,0.0,300,450
ok,1,owner,60,29,married,no,fixed,60,136.0,7000.0,0.0,1000,1688
ok,17,owner,60,32,married,no,fixed,75,200.0,5000.0,2500.0,1550,1721
default,2,owner,36,19,single,yes,freelance,35,,9000.0,0.0,500,1100
ok,18,rent,42,35,married,no,fixed,76,157.0,0.0,0.0,800,1687
ok,0,parents,48,24,single,no,partime,45,76.0,0.0,0.0,1640,1649
ok,2,owner,60,25,married,no,freelance,45,200.0,6000.0,1500.0,1600,1866
ok,1,parents,12,24,single,no,fixed,35,128.0,0.0,0.0,300,1056
ok,2,owner,18,37,married,no,fixed,90,90.0,1500.0,0.0,400,1166
default,5,rent,48,30,separated,yes,partime,39,41.0,0.0,0.0,1300,1600
ok,12,owner,48,35,married,no,fixed,45,125.0,6000.0,0.0,350,1511
ok,1,other,36,28,single,no,freelance,35,100.0,0.0,0.0,1950,2074
ok,14,owner,60,45,married,no,fixed,120,250.0,18000.0,0.0,450,911
default,3,parents,36,19,single,yes,fixed,35,47.0,0.0,0.0,500,700
ok,2,parents,24,30,married,no,partime,45,57.0,0.0,0.0,500,974
default,6,owner,12,36,married,yes,fixed,90,78.0,6000.0,2700.0,300,500
default,2,rent,36,29,married,no,fixed,85,100.0,0.0,0.0,2100,2300
ok,13,owner,60,28,married,no,fixed,60,102.0,3500.0,0.0,1175,1375
ok,0,rent,60,27,married,no,fixed,58,133.0,0.0,0.0,400,1136
ok,3,other,48,22,single,no,freelance,60,104.0,5000.0,0.0,1300,1813
ok,15,owner,60,40,married,yes,freelance,75,,16000.0,0.0,1150,1850
ok,1,parents,48,26,single,no,freelance,35,500.0,0.0,0.0,1300,1561
default,8,rent,60,40,separated,no,fixed,70,100.0,0.0,0.0,1300,1510
default,1,owner,60,52,single,no,fixed,35,150.0,6000.0,0.0,1580,1756
default,1,parents,60,24,single,no,partime,35,115.0,0.0,0.0,1400,1420
default,0,owner,48,38,married,no,freelance,90,38.0,2800.0,0.0,1050,1238
default,1,rent,36,25,married,no,partime,67,67.0,0.0,0.0,775,850
default,3,rent,60,38,married,yes,partime,72,123.0,0.0,0.0,1030,1170
ok,18,owner,60,36,married,no,fixed,45,85.0,3000.0,0.0,1500,1856
default,0,owner,60,44,divorced,yes,fixed,60,60.0,4000.0,3378.0,1400,1703
default,4,owner,60,33,married,no,partime,90,82.0,3500.0,1000.0,1300,1795
ok,1,owner,36,36,single,no,fixed,35,345.0,18000.0,0.0,2000,2961
ok,0,parents,36,26,married,no,partime,60,142.0,0.0,0.0,1000,1426
ok,10,owner,24,63,married,no,freelance,60,107.0,17000.0,0.0,800,1472
ok,2,owner,60,40,married,no,fixed,90,161.0,8000.0,470.0,1200,1670
default,4,other,60,24,single,no,partime,35,63.0,0.0,0.0,900,1777
ok,4,owner,24,22,single,no,fixed,35,79.0,4000.0,0.0,1000,1618
default,7,parents,60,40,married,no,fixed,90,93.0,8000.0,0.0,1300,1588
ok,11,owner,36,26,married,no,fixed,45,137.0,6000.0,0.0,1000,1264
default,4,private,60,30,married,yes,fixed,60,74.0,1500.0,0.0,870,875
ok,15,owner,48,31,married,no,fixed,60,131.0,3000.0,0.0,770,872
ok,4,owner,48,22,single,no,fixed,45,113.0,14000.0,0.0,1300,1410
default,1,owner,60,61,married,no,others,45,30.0,6000.0,0.0,1000,1055
ok,7,parents,30,33,married,no,fixed,75,154.0,4000.0,125.0,850,2243
ok,28,owner,24,45,married,no,fixed,75,164.0,5000.0,0.0,600,1190
ok,3,owner,36,35,married,no,fixed,75,84.0,3000.0,144.0,475,800
default,1,owner,60,24,married,no,fixed,45,199.0,6500.0,3000.0,1400,1702
ok,3,parents,48,26,single,no,fixed,35,120.0,0.0,0.0,1100,2080
ok,6,other,60,63,married,no,fixed,45,234.0,0.0,0.0,610,1027
ok,5,owner,48,41,married,no,fixed,90,275.0,25000.0,1000.0,1800,2260
ok,17,owner,48,42,married,no,freelance,75,250.0,7000.0,1000.0,1600,2078
default,1,rent,48,37,separated,yes,fixed,46,110.0,0.0,0.0,900,1312
default,5,owner,60,44,married,no,freelance,45,65.0,4000.0,0.0,1400,1847
ok,2,rent,36,36,married,no,freelance,95,200.0,5000.0,0.0,800,1158
default,0,rent,48,37,married,yes,partime,120,300.0,8000.0,2000.0,1500,2977
default,6,owner,24,39,married,no,fixed,75,58.0,2000.0,0.0,175,300
default,20,owner,60,54,married,no,freelance,75,0.0,10000.0,0.0,900,1056
ok,2,owner,48,32,married,no,fixed,75,139.0,2000.0,80.0,460,1589
ok,22,owner,48,45,married,no,fixed,45,208.0,11500.0,0.0,1000,1698
ok,4,other,12,28,married,no,fixed,45,99.0,0.0,0.0,250,1000
default,1,rent,60,25,married,no,freelance,45,0.0,0.0,0.0,1000,1310
ok,15,private,60,30,married,no,fixed,60,140.0,4000.0,1680.0,400,1320
default,5,parents,48,25,single,no,fixed,35,78.0,0.0,0.0,1000,1154
ok,14,owner,60,37,married,no,fixed,60,79.0,3500.0,0.0,700,1700
ok,1,owner,36,36,married,no,partime,45,80.0,500.0,0.0,950,1566
ok,12,owner,60,37,married,no,freelance,60,85.0,6000.0,0.0,1200,1731
ok,25,rent,42,61,married,no,fixed,57,121.0,0.0,0.0,750,830
ok,20,owner,36,41,married,no,freelance,90,250.0,13500.0,0.0,1900,2200
ok,1,owner,48,33,married,no,fixed,45,104.0,6500.0,0.0,1150,1348
ok,6,owner,48,33,married,no,freelance,45,78.0,3500.0,0.0,1100,1526
ok,2,parents,48,34,single,no,fixed,45,157.0,4000.0,0.0,1450,1769
ok,1,rent,48,42,married,no,fixed,94,192.0,0.0,0.0,1350,1819
ok,16,parents,48,35,separated,no,fixed,60,103.0,0.0,0.0,500,862
default,6,parents,60,38,married,no,fixed,45,75.0,0.0,0.0,1175,1800
default,8,rent,60,28,married,no,fixed,53,177.0,0.0,0.0,1900,2530
default,0,parents,36,21,single,yes,fixed,35,75.0,0.0,0.0,690,790
ok,20,owner,18,40,married,no,fixed,75,210.0,3500.0,0.0,800,1717
ok,0,owner,24,39,married,no,others,35,0.0,10000.0,0.0,600,950
ok,5,owner,60,43,married,no,fixed,75,105.0,5000.0,0.0,1000,1809
default,6,private,36,29,single,no,partime,35,68.0,1500.0,0.0,500,525
ok,2,parents,24,19,single,no,partime,35,50.0,50000.0,0.0,900,1472
ok,18,rent,60,52,married,no,fixed,58,128.0,0.0,0.0,800,1235
default,1,owner,60,39,married,no,freelance,60,,6000.0,3000.0,850,1104
ok,0,owner,12,49,widow,no,freelance,60,0.0,21000.0,0.0,1800,2309
default,0,owner,60,49,married,no,freelance,60,189.0,3500.0,0.0,1600,1815
ok,4,rent,54,27,married,no,fixed,74,139.0,0.0,0.0,900,1132
ok,6,owner,60,29,married,no,fixed,60,125.0,5000.0,0.0,1500,1531
ok,11,parents,60,37,married,no,fixed,75,100.0,0.0,0.0,1150,1230
default,1,parents,48,25,single,no,partime,35,50.0,0.0,0.0,1000,1041
ok,0,owner,30,55,married,no,freelance,60,155.0,6000.0,0.0,500,635
ok,1,ignore,24,27,married,no,partime,60,128.0,4000.0,0.0,400,1224
default,10,owner,36,43,married,no,freelance,60,,4500.0,0.0,1000,1905
ok,40,owner,48,60,married,no,freelance,75,183.0,5000.0,0.0,1200,1308
default,0,other,60,32,married,no,fixed,75,160.0,0.0,0.0,1300,1350
ok,6,other,36,36,married,no,fixed,60,160.0,0.0,0.0,550,700
ok,5,parents,48,22,single,no,fixed,35,75.0,27000.0,0.0,1300,1495
default,0,other,60,34,married,yes,fixed,60,0.0,0.0,0.0,1700,2329
ok,10,private,36,44,married,no,freelance,75,77.0,8000.0,0.0,900,943
ok,5,rent,30,59,married,no,fixed,81,207.0,20000.0,0.0,700,1460
ok,11,owner,48,42,married,no,fixed,75,180.0,3500.0,1200.0,700,1703
ok,17,owner,24,53,married,no,fixed,75,132.0,4000.0,0.0,400,1195
default,0,owner,60,33,married,no,partime,45,128.0,4500.0,0.0,1250,1442
default,10,rent,60,37,married,no,fixed,85,96.0,4000.0,850.0,1100,1340
default,9,other,60,35,married,no,fixed,60,70.0,0.0,0.0,1500,1562
ok,19,rent,60,41,married,no,fixed,88,125.0,0.0,0.0,1450,1564
default,5,owner,60,50,married,no,partime,60,81.0,5000.0,0.0,1540,1770
default,7,owner,36,37,married,yes,freelance,90,150.0,4500.0,3000.0,400,882
ok,8,rent,36,33,married,no,fixed,78,175.0,0.0,0.0,1000,1187
ok,10,rent,48,56,married,no,freelance,86,112.0,0.0,0.0,1000,1000
ok,20,owner,36,43,married,no,fixed,60,80.0,3000.0,0.0,600,675
ok,0,owner,36,62,married,no,others,45,73.0,5000.0,0.0,430,1132
default,6,parents,60,38,married,no,freelance,105,0.0,0.0,0.0,480,1481
ok,2,private,60,34,married,no,fixed,60,186.0,8000.0,4000.0,1250,1350
default,0,owner,48,29,married,yes,others,45,391.0,6500.0,420.0,2000,2397
